alias,district_code,kind
mangalore,KA_DAKSHINA_KANNADA,alt_name
mangaluru,KA_DAKSHINA_KANNADA,city
ಮಂಗಳೂರು,KA_DAKSHINA_KANNADA,native
hubli,KA_DHARWAD,city
hubballi,KA_DHARWAD,alt_name
dharwad,KA_DHARWAD,city
belgaum,KA_BELAGAVI,alt_name
belagavi,KA_BELAGAVI,city
gulbarga,KA_KALABURAGI,alt_name
kalaburagi,KA_KALABURAGI,city
bellary,KA_BALLARI,alt_name
ballari,KA_BALLARI,city
shimoga,KA_SHIVAMOGGA,alt_name
shivamogga,KA_SHIVAMOGGA,city
tumkur,KA_TUMAKURU,alt_name
tumakuru,KA_TUMAKURU,city
udupi,KA_UDUPI,city
hassan,KA_HASSAN,city
davanagere,KA_DAVANAGERE,city
bangalore,KA_BENGALURU_URBAN,alt_name
bengaluru,KA_BENGALURU_URBAN,city
ಬೆಂಗಳೂರು,KA_BENGALURU_URBAN,native
kochi,KL_ERNAKULAM,city
cochin,KL_ERNAKULAM,alt_name
ernakulam,KL_ERNAKULAM,city
കൊച്ചി,KL_ERNAKULAM,native
trivandrum,KL_THIRUVANANTHAPURAM,alt_name
thiruvananthapuram,KL_THIRUVANANTHAPURAM,city
തിരുവനന്തപുരം,KL_THIRUVANANTHAPURAM,native
calicut,KL_KOZHIKODE,alt_name
kozhikode,KL_KOZHIKODE,city
കോഴിക്കോട്,KL_KOZHIKODE,native
thrissur,KL_THRISSUR,city
trichur,KL_THRISSUR,alt_name
തൃശ്ശൂർ,KL_THRISSUR,native
kollam,KL_KOLLAM,city
quilon,KL_KOLLAM,alt_name
kannur,KL_KANNUR,city
cannanore,KL_KANNUR,alt_name
alappuzha,KL_ALAPPUZHA,city
alleppey,KL_ALAPPUZHA,alt_name
kottayam,KL_KOTTAYAM,city
malappuram,KL_MALAPPURAM,city
visakhapatnam,AP_VISAKHAPATNAM,city
vizag,AP_VISAKHAPATNAM,alt_name
విశాఖపట్నం,AP_VISAKHAPATNAM,native
vijayawada,AP_NTR,city
విజయవాడ,AP_NTR,native
guntur,AP_GUNTUR,city
గుంటూరు,AP_GUNTUR,native
tirupati,AP_TIRUPATI,city
తిరుపతి,AP_TIRUPATI,native
kurnool,AP_KURNOOL,city
nellore,AP_SPSR_NELLORE,city
kakinada,AP_KAKINADA,city
rajahmundry,AP_EAST_GODAVARI,city
hyderabad,TG_HYDERABAD,city
secunderabad,TG_HYDERABAD,city
హైదరాబాద్,TG_HYDERABAD,native
warangal,TG_WARANGAL,city
kazipet,TG_HANUMAKONDA,city
nizamabad,TG_NIZAMABAD,city
karimnagar,TG_KARIMNAGAR,city
khammam,TG_KHAMMAM,city
bombay,MH_MUMBAI_CITY,alt_name
mumbai,MH_MUMBAI_CITY,city
मुंबई,MH_MUMBAI_CITY,native
pune,MH_PUNE,city
poona,MH_PUNE,alt_name
पुणे,MH_PUNE,native
pimpri,MH_PUNE,city
chinchwad,MH_PUNE,city
navi mumbai,MH_RAIGAD,city
kalyan,MH_THANE,city
dombivli,MH_THANE,city
thane,MH_THANE,city
nagpur,MH_NAGPUR,city
nashik,MH_NASHIK,city
aurangabad,MH_AURANGABAD,alt_name
chhatrapati sambhajinagar,MH_AURANGABAD,city
solapur,MH_SOLAPUR,city
kolhapur,MH_KOLHAPUR,city
amravati,MH_AMRAVATI,city
nanded,MH_NANDED,city
ahmednagar,MH_AHMEDNAGAR,alt_name
ahilyanagar,MH_AHMEDNAGAR,city
ahmedabad,GJ_AHMEDABAD,city
surat,GJ_SURAT,city
vadodara,GJ_VADODARA,city
baroda,GJ_VADODARA,alt_name
rajkot,GJ_RAJKOT,city
bhavnagar,GJ_BHAVNAGAR,city
jamnagar,GJ_JAMNAGAR,city
gandhinagar,GJ_GANDHINAGAR,city
delhi,DL_NEW_DELHI,city
new delhi,DL_NEW_DELHI,city
noida,UP_GAUTAM_BUDDHA_NAGAR,city
greater noida,UP_GAUTAM_BUDDHA_NAGAR,city
ghaziabad,UP_GHAZIABAD,city
gurgaon,HR_GURUGRAM,alt_name
gurugram,HR_GURUGRAM,city
faridabad,HR_FARIDABAD,city
chandigarh,CH_CHANDIGARH,city
varanasi,UP_VARANASI,city
banaras,UP_VARANASI,alt_name
kashi,UP_VARANASI,alt_name
prayagraj,UP_PRAYAGRAJ,city
allahabad,UP_PRAYAGRAJ,alt_name
agra,UP_AGRA,city
lucknow,UP_LUCKNOW,city
kanpur,UP_KANPUR_NAGAR,city
meerut,UP_MEERUT,city
bareilly,UP_BAREILLY,city
aligarh,UP_ALIGARH,city
moradabad,UP_MORADABAD,city
gorakhpur,UP_GORAKHPUR,city
jhansi,UP_JHANSI,city
mathura,UP_MATHURA,city
ayodhya,UP_AYODHYA,city
faizabad,UP_AYODHYA,alt_name
jaipur,RJ_JAIPUR,city
jodhpur,RJ_JODHPUR,city
kota,RJ_KOTA,city
bikaner,RJ_BIKANER,city
ajmer,RJ_AJMER,city
udaipur,RJ_UDAIPUR,city
bhopal,MP_BHOPAL,city
indore,MP_INDORE,city
gwalior,MP_GWALIOR,city
jabalpur,MP_JABALPUR,city
ujjain,MP_UJJAIN,city
patna,BR_PATNA,city
gaya,BR_GAYA,city
bhagalpur,BR_BHAGALPUR,city
muzaffarpur,BR_MUZAFFARPUR,city
kolkata,WB_KOLKATA,city
calcutta,WB_KOLKATA,alt_name
howrah,WB_HOWRAH,city
asansol,WB_PASCHIM_BARDHAMAN,city
durgapur,WB_PASCHIM_BARDHAMAN,city
siliguri,WB_DARJEELING,city
darjeeling,WB_DARJEELING,city
bhubaneswar,OD_KHORDHA,city
cuttack,OD_CUTTACK,city
rourkela,OD_SUNDARGARH,city
berhampur,OD_GANJAM,city
puri,OD_PURI,city
ludhiana,PB_LUDHIANA,city
amritsar,PB_AMRITSAR,city
jalandhar,PB_JALANDHAR,city
patiala,PB_PATIALA,city
mohali,PB_SAS_NAGAR,city
ranchi,JH_RANCHI,city
jamshedpur,JH_EAST_SINGHBHUM,city
tatanagar,JH_EAST_SINGHBHUM,alt_name
dhanbad,JH_DHANBAD,city
bokaro,JH_BOKARO,city
raipur,CG_RAIPUR,city
bhilai,CG_DURG,city
bilaspur,CG_BILASPUR,city
guwahati,AS_KAMRUP_METRO,city
silchar,AS_CACHAR,city
dehradun,UK_DEHRADUN,city
haridwar,UK_HARIDWAR,city
rishikesh,UK_DEHRADUN,city
haldwani,UK_NAINITAL,city
shimla,HP_SHIMLA,city
dharamshala,HP_KANGRA,city
srinagar,JK_SRINAGAR,city
jammu,JK_JAMMU,city
panaji,GA_NORTH_GOA,city
panjim,GA_NORTH_GOA,alt_name
margao,GA_SOUTH_GOA,city
madgaon,GA_SOUTH_GOA,alt_name
puducherry,PY_PUDUCHERRY,city
pondicherry,PY_PUDUCHERRY,alt_name
port blair,AN_SOUTH_ANDAMAN,city
agartala,TR_WEST_TRIPURA,city
imphal,MN_IMPHAL_WEST,city
shillong,ML_EAST_KHASI_HILLS,city
aizawl,MZ_AIZAWL,city
kohima,NL_KOHIMA,city
itanagar,AR_PAPUM_PARE,city
gangtok,SK_EAST_SIKKIM,city
leh,LA_LEH,city
