district_code,category,coverage_pct
TN_TIRUNELVELI,WATER_SUPPLY,65.5
TN_TIRUNELVELI,SANITATION,70.5
TN_TIRUNELVELI,ROADS,51.5
TN_TIRUNELVELI,ELECTRICITY,67.5
TN_TIRUNELVELI,HEALTH,48.5
TN_TIRUNELVELI,EDUCATION,46.5
TN_TIRUNELVELI,DIGITAL,58.5
TN_TIRUNELVELI,HOUSING,58.5
TN_TIRUNELVELI,IRRIGATION,67.5
TN_TIRUNELVELI,TRANSPORT,60.5
TN_ERODE,WATER_SUPPLY,64.1
TN_ERODE,SANITATION,45.1
TN_ERODE,ROADS,57.1
TN_ERODE,ELECTRICITY,48.1
TN_ERODE,HEALTH,57.1
TN_ERODE,EDUCATION,62.1
TN_ERODE,DIGITAL,42.1
TN_ERODE,HOUSING,63.1
TN_ERODE,IRRIGATION,54.1
TN_ERODE,TRANSPORT,44.1
TN_VELLORE,WATER_SUPPLY,56.8
TN_VELLORE,SANITATION,47.8
TN_VELLORE,ROADS,64.8
TN_VELLORE,ELECTRICITY,53.8
TN_VELLORE,HEALTH,63.8
TN_VELLORE,EDUCATION,49.8
TN_VELLORE,DIGITAL,55.8
TN_VELLORE,HOUSING,53.8
TN_VELLORE,IRRIGATION,47.8
TN_VELLORE,TRANSPORT,51.8
TN_THANJAVUR,WATER_SUPPLY,56.6
TN_THANJAVUR,SANITATION,61.6
TN_THANJAVUR,ROADS,51.6
TN_THANJAVUR,ELECTRICITY,51.6
TN_THANJAVUR,HEALTH,64.6
TN_THANJAVUR,EDUCATION,65.6
TN_THANJAVUR,DIGITAL,69.6
TN_THANJAVUR,HOUSING,52.6
TN_THANJAVUR,IRRIGATION,64.6
TN_THANJAVUR,TRANSPORT,68.6
TN_DINDIGUL,WATER_SUPPLY,51.5
TN_DINDIGUL,SANITATION,48.5
TN_DINDIGUL,ROADS,45.5
TN_DINDIGUL,ELECTRICITY,46.5
TN_DINDIGUL,HEALTH,43.5
TN_DINDIGUL,EDUCATION,56.5
TN_DINDIGUL,DIGITAL,61.5
TN_DINDIGUL,HOUSING,50.5
TN_DINDIGUL,IRRIGATION,46.5
TN_DINDIGUL,TRANSPORT,51.5
TN_KANCHIPURAM,WATER_SUPPLY,59.7
TN_KANCHIPURAM,SANITATION,72.7
TN_KANCHIPURAM,ROADS,74.7
TN_KANCHIPURAM,ELECTRICITY,76.7
TN_KANCHIPURAM,HEALTH,63.7
TN_KANCHIPURAM,EDUCATION,55.7
TN_KANCHIPURAM,DIGITAL,60.7
TN_KANCHIPURAM,HOUSING,75.7
TN_KANCHIPURAM,IRRIGATION,71.7
TN_KANCHIPURAM,TRANSPORT,62.7
TN_CUDDALORE,WATER_SUPPLY,49.2
TN_CUDDALORE,SANITATION,53.2
TN_CUDDALORE,ROADS,59.2
TN_CUDDALORE,ELECTRICITY,41.2
TN_CUDDALORE,HEALTH,48.2
TN_CUDDALORE,EDUCATION,64.2
TN_CUDDALORE,DIGITAL,52.2
TN_CUDDALORE,HOUSING,64.2
TN_CUDDALORE,IRRIGATION,44.2
TN_CUDDALORE,TRANSPORT,57.2
TN_TIRUPPUR,WATER_SUPPLY,67.1
TN_TIRUPPUR,SANITATION,51.1
TN_TIRUPPUR,ROADS,74.1
TN_TIRUPPUR,ELECTRICITY,53.1
TN_TIRUPPUR,HEALTH,54.1
TN_TIRUPPUR,EDUCATION,64.1
TN_TIRUPPUR,DIGITAL,58.1
TN_TIRUPPUR,HOUSING,53.1
TN_TIRUPPUR,IRRIGATION,57.1
TN_TIRUPPUR,TRANSPORT,57.1
TN_KANYAKUMARI,WATER_SUPPLY,63.0
TN_KANYAKUMARI,SANITATION,70.0
TN_KANYAKUMARI,ROADS,75.0
TN_KANYAKUMARI,ELECTRICITY,63.0
TN_KANYAKUMARI,HEALTH,63.0
TN_KANYAKUMARI,EDUCATION,62.0
TN_KANYAKUMARI,DIGITAL,71.0
TN_KANYAKUMARI,HOUSING,73.0
TN_KANYAKUMARI,IRRIGATION,76.0
TN_KANYAKUMARI,TRANSPORT,61.0
TN_THOOTHUKUDI,WATER_SUPPLY,63.0
TN_THOOTHUKUDI,SANITATION,59.0
TN_THOOTHUKUDI,ROADS,70.0
TN_THOOTHUKUDI,ELECTRICITY,69.0
TN_THOOTHUKUDI,HEALTH,70.0
TN_THOOTHUKUDI,EDUCATION,72.0
TN_THOOTHUKUDI,DIGITAL,69.0
TN_THOOTHUKUDI,HOUSING,53.0
TN_THOOTHUKUDI,IRRIGATION,69.0
TN_THOOTHUKUDI,TRANSPORT,55.0
TN_VILLUPURAM,WATER_SUPPLY,39.2
TN_VILLUPURAM,SANITATION,41.2
TN_VILLUPURAM,ROADS,37.2
TN_VILLUPURAM,ELECTRICITY,55.2
TN_VILLUPURAM,HEALTH,32.2
TN_VILLUPURAM,EDUCATION,32.2
TN_VILLUPURAM,DIGITAL,50.2
TN_VILLUPURAM,HOUSING,38.2
TN_VILLUPURAM,IRRIGATION,45.2
TN_VILLUPURAM,TRANSPORT,50.2
TN_RAMANATHAPURAM,WATER_SUPPLY,48.8
TN_RAMANATHAPURAM,SANITATION,53.8
TN_RAMANATHAPURAM,ROADS,52.8
TN_RAMANATHAPURAM,ELECTRICITY,58.8
TN_RAMANATHAPURAM,HEALTH,53.8
TN_RAMANATHAPURAM,EDUCATION,66.8
TN_RAMANATHAPURAM,DIGITAL,60.8
TN_RAMANATHAPURAM,HOUSING,57.8
TN_RAMANATHAPURAM,IRRIGATION,67.8
TN_RAMANATHAPURAM,TRANSPORT,52.8
TN_PERAMBALUR,WATER_SUPPLY,54.1
TN_PERAMBALUR,SANITATION,65.1
TN_PERAMBALUR,ROADS,65.1
TN_PERAMBALUR,ELECTRICITY,44.1
TN_PERAMBALUR,HEALTH,47.1
TN_PERAMBALUR,EDUCATION,42.1
TN_PERAMBALUR,DIGITAL,48.1
TN_PERAMBALUR,HOUSING,42.1
TN_PERAMBALUR,IRRIGATION,55.1
TN_PERAMBALUR,TRANSPORT,47.1
TN_TIRUVANNAMALAI,WATER_SUPPLY,39.9
TN_TIRUVANNAMALAI,SANITATION,44.9
TN_TIRUVANNAMALAI,ROADS,47.9
TN_TIRUVANNAMALAI,ELECTRICITY,36.9
TN_TIRUVANNAMALAI,HEALTH,55.9
TN_TIRUVANNAMALAI,EDUCATION,53.9
TN_TIRUVANNAMALAI,DIGITAL,47.9
TN_TIRUVANNAMALAI,HOUSING,50.9
TN_TIRUVANNAMALAI,IRRIGATION,46.9
TN_TIRUVANNAMALAI,TRANSPORT,50.9
TN_DHARMAPURI,WATER_SUPPLY,39.6
TN_DHARMAPURI,SANITATION,41.6
TN_DHARMAPURI,ROADS,49.6
TN_DHARMAPURI,ELECTRICITY,34.6
TN_DHARMAPURI,HEALTH,44.6
TN_DHARMAPURI,EDUCATION,28.6
TN_DHARMAPURI,DIGITAL,32.6
TN_DHARMAPURI,HOUSING,28.6
TN_DHARMAPURI,IRRIGATION,32.6
TN_DHARMAPURI,TRANSPORT,42.6
TN_KRISHNAGIRI,WATER_SUPPLY,37.0
TN_KRISHNAGIRI,SANITATION,43.0
TN_KRISHNAGIRI,ROADS,47.0
TN_KRISHNAGIRI,ELECTRICITY,42.0
TN_KRISHNAGIRI,HEALTH,43.0
TN_KRISHNAGIRI,EDUCATION,41.0
TN_KRISHNAGIRI,DIGITAL,47.0
TN_KRISHNAGIRI,HOUSING,57.0
TN_KRISHNAGIRI,IRRIGATION,36.0
TN_KRISHNAGIRI,TRANSPORT,49.0
TN_NAMAKKAL,WATER_SUPPLY,52.3
TN_NAMAKKAL,SANITATION,41.3
TN_NAMAKKAL,ROADS,45.3
TN_NAMAKKAL,ELECTRICITY,52.3
TN_NAMAKKAL,HEALTH,44.3
TN_NAMAKKAL,EDUCATION,45.3
TN_NAMAKKAL,DIGITAL,56.3
TN_NAMAKKAL,HOUSING,48.3
TN_NAMAKKAL,IRRIGATION,41.3
TN_NAMAKKAL,TRANSPORT,59.3
TN_KARUR,WATER_SUPPLY,45.2
TN_KARUR,SANITATION,63.2
TN_KARUR,ROADS,59.2
TN_KARUR,ELECTRICITY,61.2
TN_KARUR,HEALTH,41.2
TN_KARUR,EDUCATION,61.2
TN_KARUR,DIGITAL,63.2
TN_KARUR,HOUSING,60.2
TN_KARUR,IRRIGATION,41.2
TN_KARUR,TRANSPORT,41.2
TN_VIRUDHUNAGAR,WATER_SUPPLY,48.7
TN_VIRUDHUNAGAR,SANITATION,55.7
TN_VIRUDHUNAGAR,ROADS,47.7
TN_VIRUDHUNAGAR,ELECTRICITY,60.7
TN_VIRUDHUNAGAR,HEALTH,68.7
TN_VIRUDHUNAGAR,EDUCATION,63.7
TN_VIRUDHUNAGAR,DIGITAL,46.7
TN_VIRUDHUNAGAR,HOUSING,48.7
TN_VIRUDHUNAGAR,IRRIGATION,49.7
TN_VIRUDHUNAGAR,TRANSPORT,50.7
TN_THENI,WATER_SUPPLY,51.3
TN_THENI,SANITATION,56.3
TN_THENI,ROADS,47.3
TN_THENI,ELECTRICITY,39.3
TN_THENI,HEALTH,53.3
TN_THENI,EDUCATION,53.3
TN_THENI,DIGITAL,54.3
TN_THENI,HOUSING,44.3
TN_THENI,IRRIGATION,40.3
TN_THENI,TRANSPORT,43.3
TN_NILGIRIS,WATER_SUPPLY,76.8
TN_NILGIRIS,SANITATION,70.8
TN_NILGIRIS,ROADS,71.8
TN_NILGIRIS,ELECTRICITY,67.8
TN_NILGIRIS,HEALTH,61.8
TN_NILGIRIS,EDUCATION,74.8
TN_NILGIRIS,DIGITAL,68.8
TN_NILGIRIS,HOUSING,60.8
TN_NILGIRIS,IRRIGATION,72.8
TN_NILGIRIS,TRANSPORT,61.8
TN_SIVAGANGA,WATER_SUPPLY,59.1
TN_SIVAGANGA,SANITATION,49.1
TN_SIVAGANGA,ROADS,55.1
TN_SIVAGANGA,ELECTRICITY,43.1
TN_SIVAGANGA,HEALTH,57.1
TN_SIVAGANGA,EDUCATION,58.1
TN_SIVAGANGA,DIGITAL,55.1
TN_SIVAGANGA,HOUSING,41.1
TN_SIVAGANGA,IRRIGATION,54.1
TN_SIVAGANGA,TRANSPORT,55.1
TN_NAGAPATTINAM,WATER_SUPPLY,60.8
TN_NAGAPATTINAM,SANITATION,63.8
TN_NAGAPATTINAM,ROADS,64.8
TN_NAGAPATTINAM,ELECTRICITY,54.8
TN_NAGAPATTINAM,HEALTH,49.8
TN_NAGAPATTINAM,EDUCATION,60.8
TN_NAGAPATTINAM,DIGITAL,64.8
TN_NAGAPATTINAM,HOUSING,58.8
TN_NAGAPATTINAM,IRRIGATION,47.8
TN_NAGAPATTINAM,TRANSPORT,47.8
TN_PUDUKKOTTAI,WATER_SUPPLY,46.7
TN_PUDUKKOTTAI,SANITATION,50.7
TN_PUDUKKOTTAI,ROADS,54.7
TN_PUDUKKOTTAI,ELECTRICITY,48.7
TN_PUDUKKOTTAI,HEALTH,51.7
TN_PUDUKKOTTAI,EDUCATION,35.7
TN_PUDUKKOTTAI,DIGITAL,49.7
TN_PUDUKKOTTAI,HOUSING,44.7
TN_PUDUKKOTTAI,IRRIGATION,42.7
TN_PUDUKKOTTAI,TRANSPORT,48.7
TN_CHENGALPATTU,WATER_SUPPLY,81.2
TN_CHENGALPATTU,SANITATION,64.2
TN_CHENGALPATTU,ROADS,61.2
TN_CHENGALPATTU,ELECTRICITY,62.2
TN_CHENGALPATTU,HEALTH,73.2
TN_CHENGALPATTU,EDUCATION,68.2
TN_CHENGALPATTU,DIGITAL,58.2
TN_CHENGALPATTU,HOUSING,75.2
TN_CHENGALPATTU,IRRIGATION,69.2
TN_CHENGALPATTU,TRANSPORT,82.2
TN_RANIPET,WATER_SUPPLY,54.6
TN_RANIPET,SANITATION,64.6
TN_RANIPET,ROADS,68.6
TN_RANIPET,ELECTRICITY,61.6
TN_RANIPET,HEALTH,53.6
TN_RANIPET,EDUCATION,56.6
TN_RANIPET,DIGITAL,62.6
TN_RANIPET,HOUSING,46.6
TN_RANIPET,IRRIGATION,50.6
TN_RANIPET,TRANSPORT,45.6
TN_TIRUPATHUR,WATER_SUPPLY,60.5
TN_TIRUPATHUR,SANITATION,38.5
TN_TIRUPATHUR,ROADS,42.5
TN_TIRUPATHUR,ELECTRICITY,40.5
TN_TIRUPATHUR,HEALTH,47.5
TN_TIRUPATHUR,EDUCATION,57.5
TN_TIRUPATHUR,DIGITAL,57.5
TN_TIRUPATHUR,HOUSING,59.5
TN_TIRUPATHUR,IRRIGATION,55.5
TN_TIRUPATHUR,TRANSPORT,38.5
TN_TENKASI,WATER_SUPPLY,58.7
TN_TENKASI,SANITATION,44.7
TN_TENKASI,ROADS,65.7
TN_TENKASI,ELECTRICITY,55.7
TN_TENKASI,HEALTH,56.7
TN_TENKASI,EDUCATION,65.7
TN_TENKASI,DIGITAL,47.7
TN_TENKASI,HOUSING,66.7
TN_TENKASI,IRRIGATION,49.7
TN_TENKASI,TRANSPORT,53.7
TN_KALLAKURICHI,WATER_SUPPLY,31.4
TN_KALLAKURICHI,SANITATION,37.4
TN_KALLAKURICHI,ROADS,33.4
TN_KALLAKURICHI,ELECTRICITY,46.4
TN_KALLAKURICHI,HEALTH,50.4
TN_KALLAKURICHI,EDUCATION,38.4
TN_KALLAKURICHI,DIGITAL,40.4
TN_KALLAKURICHI,HOUSING,52.4
TN_KALLAKURICHI,IRRIGATION,50.4
TN_KALLAKURICHI,TRANSPORT,51.4
TN_MAYILADUTHURAI,WATER_SUPPLY,55.9
TN_MAYILADUTHURAI,SANITATION,51.9
TN_MAYILADUTHURAI,ROADS,64.9
TN_MAYILADUTHURAI,ELECTRICITY,48.9
TN_MAYILADUTHURAI,HEALTH,58.9
TN_MAYILADUTHURAI,EDUCATION,62.9
TN_MAYILADUTHURAI,DIGITAL,53.9
TN_MAYILADUTHURAI,HOUSING,54.9
TN_MAYILADUTHURAI,IRRIGATION,65.9
TN_MAYILADUTHURAI,TRANSPORT,66.9
KA_BENGALURU_URBAN,WATER_SUPPLY,80.5
KA_BENGALURU_URBAN,SANITATION,66.5
KA_BENGALURU_URBAN,ROADS,83.5
KA_BENGALURU_URBAN,ELECTRICITY,73.5
KA_BENGALURU_URBAN,HEALTH,84.5
KA_BENGALURU_URBAN,EDUCATION,81.5
KA_BENGALURU_URBAN,DIGITAL,86.5
KA_BENGALURU_URBAN,HOUSING,87.5
KA_BENGALURU_URBAN,IRRIGATION,86.5
KA_BENGALURU_URBAN,TRANSPORT,86.5
KA_BENGALURU_RURAL,WATER_SUPPLY,50.4
KA_BENGALURU_RURAL,SANITATION,62.4
KA_BENGALURU_RURAL,ROADS,60.4
KA_BENGALURU_RURAL,ELECTRICITY,53.4
KA_BENGALURU_RURAL,HEALTH,71.4
KA_BENGALURU_RURAL,EDUCATION,47.4
KA_BENGALURU_RURAL,DIGITAL,66.4
KA_BENGALURU_RURAL,HOUSING,58.4
KA_BENGALURU_RURAL,IRRIGATION,54.4
KA_BENGALURU_RURAL,TRANSPORT,68.4
KA_MYSURU,WATER_SUPPLY,58.1
KA_MYSURU,SANITATION,55.1
KA_MYSURU,ROADS,50.1
KA_MYSURU,ELECTRICITY,58.1
KA_MYSURU,HEALTH,46.1
KA_MYSURU,EDUCATION,47.1
KA_MYSURU,DIGITAL,42.1
KA_MYSURU,HOUSING,43.1
KA_MYSURU,IRRIGATION,57.1
KA_MYSURU,TRANSPORT,59.1
KA_DAKSHINA_KANNADA,WATER_SUPPLY,77.2
KA_DAKSHINA_KANNADA,SANITATION,80.2
KA_DAKSHINA_KANNADA,ROADS,63.2
KA_DAKSHINA_KANNADA,ELECTRICITY,72.2
KA_DAKSHINA_KANNADA,HEALTH,81.2
KA_DAKSHINA_KANNADA,EDUCATION,68.2
KA_DAKSHINA_KANNADA,DIGITAL,76.2
KA_DAKSHINA_KANNADA,HOUSING,79.2
KA_DAKSHINA_KANNADA,IRRIGATION,60.2
KA_DAKSHINA_KANNADA,TRANSPORT,59.2
KA_BELAGAVI,WATER_SUPPLY,54.4
KA_BELAGAVI,SANITATION,50.4
KA_BELAGAVI,ROADS,43.4
KA_BELAGAVI,ELECTRICITY,44.4
KA_BELAGAVI,HEALTH,39.4
KA_BELAGAVI,EDUCATION,43.4
KA_BELAGAVI,DIGITAL,43.4
KA_BELAGAVI,HOUSING,46.4
KA_BELAGAVI,IRRIGATION,49.4
KA_BELAGAVI,TRANSPORT,50.4
KA_DHARWAD,WATER_SUPPLY,60.3
KA_DHARWAD,SANITATION,66.3
KA_DHARWAD,ROADS,52.3
KA_DHARWAD,ELECTRICITY,51.3
KA_DHARWAD,HEALTH,54.3
KA_DHARWAD,EDUCATION,57.3
KA_DHARWAD,DIGITAL,63.3
KA_DHARWAD,HOUSING,49.3
KA_DHARWAD,IRRIGATION,69.3
KA_DHARWAD,TRANSPORT,54.3
KA_KALABURAGI,WATER_SUPPLY,41.8
KA_KALABURAGI,SANITATION,42.8
KA_KALABURAGI,ROADS,34.8
KA_KALABURAGI,ELECTRICITY,44.8
KA_KALABURAGI,HEALTH,38.8
KA_KALABURAGI,EDUCATION,35.8
KA_KALABURAGI,DIGITAL,46.8
KA_KALABURAGI,HOUSING,43.8
KA_KALABURAGI,IRRIGATION,30.8
KA_KALABURAGI,TRANSPORT,42.8
KA_BALLARI,WATER_SUPPLY,51.2
KA_BALLARI,SANITATION,40.2
KA_BALLARI,ROADS,48.2
KA_BALLARI,ELECTRICITY,33.2
KA_BALLARI,HEALTH,38.2
KA_BALLARI,EDUCATION,42.2
KA_BALLARI,DIGITAL,49.2
KA_BALLARI,HOUSING,40.2
KA_BALLARI,IRRIGATION,53.2
KA_BALLARI,TRANSPORT,35.2
KA_SHIVAMOGGA,WATER_SUPPLY,64.5
KA_SHIVAMOGGA,SANITATION,65.5
KA_SHIVAMOGGA,ROADS,50.5
KA_SHIVAMOGGA,ELECTRICITY,65.5
KA_SHIVAMOGGA,HEALTH,70.5
KA_SHIVAMOGGA,EDUCATION,46.5
KA_SHIVAMOGGA,DIGITAL,50.5
KA_SHIVAMOGGA,HOUSING,50.5
KA_SHIVAMOGGA,IRRIGATION,47.5
KA_SHIVAMOGGA,TRANSPORT,52.5
KA_TUMAKURU,WATER_SUPPLY,41.3
KA_TUMAKURU,SANITATION,58.3
KA_TUMAKURU,ROADS,40.3
KA_TUMAKURU,ELECTRICITY,54.3
KA_TUMAKURU,HEALTH,44.3
KA_TUMAKURU,EDUCATION,42.3
KA_TUMAKURU,DIGITAL,42.3
KA_TUMAKURU,HOUSING,55.3
KA_TUMAKURU,IRRIGATION,40.3
KA_TUMAKURU,TRANSPORT,49.3
KA_UDUPI,WATER_SUPPLY,72.4
KA_UDUPI,SANITATION,60.4
KA_UDUPI,ROADS,75.4
KA_UDUPI,ELECTRICITY,60.4
KA_UDUPI,HEALTH,75.4
KA_UDUPI,EDUCATION,59.4
KA_UDUPI,DIGITAL,79.4
KA_UDUPI,HOUSING,73.4
KA_UDUPI,IRRIGATION,67.4
KA_UDUPI,TRANSPORT,79.4
KA_HASSAN,WATER_SUPPLY,57.2
KA_HASSAN,SANITATION,56.2
KA_HASSAN,ROADS,46.2
KA_HASSAN,ELECTRICITY,52.2
KA_HASSAN,HEALTH,46.2
KA_HASSAN,EDUCATION,59.2
KA_HASSAN,DIGITAL,47.2
KA_HASSAN,HOUSING,44.2
KA_HASSAN,IRRIGATION,56.2
KA_HASSAN,TRANSPORT,45.2
KA_DAVANAGERE,WATER_SUPPLY,57.1
KA_DAVANAGERE,SANITATION,49.1
KA_DAVANAGERE,ROADS,43.1
KA_DAVANAGERE,ELECTRICITY,48.1
KA_DAVANAGERE,HEALTH,58.1
KA_DAVANAGERE,EDUCATION,58.1
KA_DAVANAGERE,DIGITAL,62.1
KA_DAVANAGERE,HOUSING,48.1
KA_DAVANAGERE,IRRIGATION,53.1
KA_DAVANAGERE,TRANSPORT,42.1
KA_MANDYA,WATER_SUPPLY,39.9
KA_MANDYA,SANITATION,36.9
KA_MANDYA,ROADS,42.9
KA_MANDYA,ELECTRICITY,37.9
KA_MANDYA,HEALTH,39.9
KA_MANDYA,EDUCATION,53.9
KA_MANDYA,DIGITAL,52.9
KA_MANDYA,HOUSING,46.9
KA_MANDYA,IRRIGATION,33.9
KA_MANDYA,TRANSPORT,35.9
KA_VIJAYAPURA,WATER_SUPPLY,47.5
KA_VIJAYAPURA,SANITATION,38.5
KA_VIJAYAPURA,ROADS,51.5
KA_VIJAYAPURA,ELECTRICITY,33.5
KA_VIJAYAPURA,HEALTH,34.5
KA_VIJAYAPURA,EDUCATION,50.5
KA_VIJAYAPURA,DIGITAL,29.5
KA_VIJAYAPURA,HOUSING,46.5
KA_VIJAYAPURA,IRRIGATION,35.5
KA_VIJAYAPURA,TRANSPORT,35.5
KA_BAGALKOT,WATER_SUPPLY,35.3
KA_BAGALKOT,SANITATION,47.3
KA_BAGALKOT,ROADS,39.3
KA_BAGALKOT,ELECTRICITY,42.3
KA_BAGALKOT,HEALTH,34.3
KA_BAGALKOT,EDUCATION,47.3
KA_BAGALKOT,DIGITAL,41.3
KA_BAGALKOT,HOUSING,34.3
KA_BAGALKOT,IRRIGATION,54.3
KA_BAGALKOT,TRANSPORT,50.3
KA_BIDAR,WATER_SUPPLY,42.1
KA_BIDAR,SANITATION,45.1
KA_BIDAR,ROADS,46.1
KA_BIDAR,ELECTRICITY,42.1
KA_BIDAR,HEALTH,39.1
KA_BIDAR,EDUCATION,40.1
KA_BIDAR,DIGITAL,54.1
KA_BIDAR,HOUSING,35.1
KA_BIDAR,IRRIGATION,45.1
KA_BIDAR,TRANSPORT,48.1
KA_RAICHUR,WATER_SUPPLY,13.2
KA_RAICHUR,SANITATION,22.2
KA_RAICHUR,ROADS,13.2
KA_RAICHUR,ELECTRICITY,15.2
KA_RAICHUR,HEALTH,16.2
KA_RAICHUR,EDUCATION,37.2
KA_RAICHUR,DIGITAL,26.2
KA_RAICHUR,HOUSING,16.2
KA_RAICHUR,IRRIGATION,23.2
KA_RAICHUR,TRANSPORT,28.2
KA_KOPPAL,WATER_SUPPLY,46.2
KA_KOPPAL,SANITATION,26.2
KA_KOPPAL,ROADS,24.2
KA_KOPPAL,ELECTRICITY,43.2
KA_KOPPAL,HEALTH,25.2
KA_KOPPAL,EDUCATION,44.2
KA_KOPPAL,DIGITAL,43.2
KA_KOPPAL,HOUSING,45.2
KA_KOPPAL,IRRIGATION,32.2
KA_KOPPAL,TRANSPORT,39.2
KA_YADGIR,WATER_SUPPLY,21.0
KA_YADGIR,SANITATION,10.0
KA_YADGIR,ROADS,10.0
KA_YADGIR,ELECTRICITY,26.0
KA_YADGIR,HEALTH,23.0
KA_YADGIR,EDUCATION,10.0
KA_YADGIR,DIGITAL,21.0
KA_YADGIR,HOUSING,24.0
KA_YADGIR,IRRIGATION,23.0
KA_YADGIR,TRANSPORT,26.0
KA_UTTARA_KANNADA,WATER_SUPPLY,74.0
KA_UTTARA_KANNADA,SANITATION,52.0
KA_UTTARA_KANNADA,ROADS,60.0
KA_UTTARA_KANNADA,ELECTRICITY,71.0
KA_UTTARA_KANNADA,HEALTH,65.0
KA_UTTARA_KANNADA,EDUCATION,64.0
KA_UTTARA_KANNADA,DIGITAL,68.0
KA_UTTARA_KANNADA,HOUSING,52.0
KA_UTTARA_KANNADA,IRRIGATION,51.0
KA_UTTARA_KANNADA,TRANSPORT,51.0
KA_CHITRADURGA,WATER_SUPPLY,40.8
KA_CHITRADURGA,SANITATION,49.8
KA_CHITRADURGA,ROADS,41.8
KA_CHITRADURGA,ELECTRICITY,34.8
KA_CHITRADURGA,HEALTH,56.8
KA_CHITRADURGA,EDUCATION,50.8
KA_CHITRADURGA,DIGITAL,47.8
KA_CHITRADURGA,HOUSING,46.8
KA_CHITRADURGA,IRRIGATION,40.8
KA_CHITRADURGA,TRANSPORT,39.8
KA_KOLAR,WATER_SUPPLY,60.4
KA_KOLAR,SANITATION,61.4
KA_KOLAR,ROADS,49.4
KA_KOLAR,ELECTRICITY,41.4
KA_KOLAR,HEALTH,52.4
KA_KOLAR,EDUCATION,62.4
KA_KOLAR,DIGITAL,61.4
KA_KOLAR,HOUSING,42.4
KA_KOLAR,IRRIGATION,56.4
KA_KOLAR,TRANSPORT,48.4
KA_RAMANAGARA,WATER_SUPPLY,42.7
KA_RAMANAGARA,SANITATION,37.7
KA_RAMANAGARA,ROADS,40.7
KA_RAMANAGARA,ELECTRICITY,39.7
KA_RAMANAGARA,HEALTH,59.7
KA_RAMANAGARA,EDUCATION,56.7
KA_RAMANAGARA,DIGITAL,37.7
KA_RAMANAGARA,HOUSING,44.7
KA_RAMANAGARA,IRRIGATION,52.7
KA_RAMANAGARA,TRANSPORT,49.7
KA_CHIKKAMAGALURU,WATER_SUPPLY,65.6
KA_CHIKKAMAGALURU,SANITATION,56.6
KA_CHIKKAMAGALURU,ROADS,67.6
KA_CHIKKAMAGALURU,ELECTRICITY,56.6
KA_CHIKKAMAGALURU,HEALTH,60.6
KA_CHIKKAMAGALURU,EDUCATION,53.6
KA_CHIKKAMAGALURU,DIGITAL,56.6
KA_CHIKKAMAGALURU,HOUSING,66.6
KA_CHIKKAMAGALURU,IRRIGATION,45.6
KA_CHIKKAMAGALURU,TRANSPORT,48.6
KA_KODAGU,WATER_SUPPLY,60.9
KA_KODAGU,SANITATION,60.9
KA_KODAGU,ROADS,67.9
KA_KODAGU,ELECTRICITY,70.9
KA_KODAGU,HEALTH,63.9
KA_KODAGU,EDUCATION,68.9
